"MOVIE_ID","TITLE","BUDGET","GROSS","LIST_PRICE","GENRES","SKU","YEAR","OPENING_DATE","VIEWS","CAST","CREW","STUDIO","MAIN_SUBJECT","AWARDS","NOMINATIONS","RUNTIME","SUMMARY"
2687,"Sherlock Holmes",1000000,,0,["Comedy","Fantasy","Action","Mystery"],"LBC55296",2010,01/01/10,70,["Dominic Keating","Gareth David-Lloyd","Richard Sanderson"],[{"job":"producer","names":["Paul Bales"]},{"job":"director","names":["Rachel Lee Goldenberg"]},{"job":"screenwriter","names":["Paul Bales"]}],["The Asylum"],"aviation",null,null,85,"Sir Arthur Conan Doyle's Sherlock Holmes , also known simply as Sherlock Holmes , is a 2010 British-American steampunk mystery film directed by Rachel Lee Goldenberg and produced by independent American film studio The Asylum. It features the Sherlock Holmes characters created by Sir Arthur Conan Doyle, though it follows an original plot. The film details an unrecorded case in which eccentric detective Holmes and his companion Dr. Watson investigate a series of unusual monster attacks and a plot to destroy London. Gareth David-Lloyd plays Dr. John Watson and Ben Syder, making his film debut, plays Sherlock Holmes.  The film is a direct-to-DVD mockbuster intended to capitalize upon the similarly-titled Warner Brothers film directed by Guy Ritchie, and is the second film by The Asylum to be inspired by the writings of Arthur Conan Doyle, the first being King of the Lost World. The film was shot primarily in Caernarfon, Wales on a low budget. The Asylum had previously used the same locations to film Merlin and the War of the Dragons. Syfy have since acquired the television rights of the film."
2694,"Shouting Secrets",,,0,["Drama"],"NBY6753",2011,10/11/11,3,["Gil Birmingham","Chaske Spencer","Q'orianka Kilcher","Tyler Christopher","Tantoo Cardinal","Ted King","Rodney A. Grant"],[],null,"",null,null,88,"Shouting Secrets is a 2011 Independent film directed by Korinna Sehringer. It premiered at Hollis Cinemas 4 in downtown Globe, Arizona on September 13, 2011.  The film has been nominated for and won numerous awards including Best Feature Film at the Rhode Island International Film Festival."
3141,"The Crazies",275000,143784,0,["Thriller","Horror","Sci-Fi","Action"],"EVW39328",1973,01/01/73,300,["Lynn Lowry","Richard Liberty","Bill Hinzman","George A. Romero","Richard Thomas France"],[{"job":"director","names":["George A. Romero"]},{"job":"screenwriter","names":["George A. Romero"]}],null,"incest",null,null,103,"The Crazies (also known as Code Name: Trixie ) is a 1973 American science fiction horror film written and directed by George A. Romero. It stars Lane Carroll, Will McMillan, and Harold Wayne Jones as residents of a small American town that accidentally becomes afflicted by a military biological weapon. Filmed in Evans City in Western Pennsylvania, The Crazies was a box office failure upon release, but has since become a cult film. A remake of the film was released in 2010."
3148,"The Da Vinci Code",125000000,758239851,1.99,["Mystery","Adventure","Crime","Drama"],"OMR46321",2006,17/05/06,2987,["Tom Hanks","Audrey Tautou","Ian McKellen","Paul Bettany","Jean Reno","Alfred Molina","Jean-Pierre Marielle","Marie-Françoise Audollent","Jürgen Prochnow","Agathe Natanson","Denis Podalydès","Étienne Chicot","Hugh Mitchell","Jean-Yves Berteloot","Seth Gabel","Xavier de Guillebon","David Saracino","Tonio Descanvelle","David Bark-Jones","Francesco Carnelutti"],[{"job":"producer","names":["John Calley","Brian Grazer","Ron Howard"]},{"job":"executive producer","names":["Dan Brown"]},{"job":"director","names":["Ron Howard"]},{"job":"screenwriter","names":["Akiva Goldsman"]}],["Columbia Pictures","Imagine Entertainment"],"Holy Grail",null,null,149,"The Da Vinci Code is a 2006 American mystery thriller film directed by Ron Howard, written by Akiva Goldsman, and based on Dan Brown's 2003 best- selling novel of the same name. The first in the Robert Langdon film series, the film stars Tom Hanks, Audrey Tautou, Sir Ian McKellen, Alfred Molina, Jürgen Prochnow, Jean Reno and Paul Bettany. In the film, Robert Langdon, a professor of religious symbology from Harvard University, is the prime suspect in the grisly and unusual murder of Louvre curator Jacques Saunière. On the body, the police find a disconcerting cipher and start an investigation. Langdon escapes with the assistance of police cryptologist Sophie Neveu, and they begin a quest for the legendary Holy Grail. A noted British Grail historian, Sir Leigh Teabing, tells them that the actual Holy Grail is explicitly encoded in Leonardo da Vinci's wall painting, The Last Supper. Also searching for the Grail is a secret cabal within Opus Dei, an actual prelature of the Holy See, who wish to keep the true Grail a secret to prevent the destruction of Christianity.  The film, like the book, was considered controversial. It was met with especially harsh criticism by the Catholic Church for the accusation that it is behind a two-thousand-year-old cover-up concerning what the Holy Grail really is and the concept that Jesus Christ and Mary Magdalene were married and that the union produced a daughter, as well as its treatment of the organizations Priory of Sion and Opus Dei. Many members urged the laity to boycott the film. In the book, Dan Brown states that the Priory of Sion and ""all descriptions of artwork, architecture, documents and secret rituals in this novel are accurate.""  The film grossed $224 million in its worldwide opening weekend and a total of $760 million worldwide, becoming the second-highest-grossing film of 2006, as well as Howard's highest-grossing film to date. However, the film received generally negative reviews from critics. It was followed by two sequels, Angels & Demons (2009) and Inferno (2016)."
3156,"The Dark Tapes",65000,,2.99,["Drama"],"NJD19701",2017,01/01/17,52,null,[],null,"",null,null,98,"The Dark Tapes is a 2016 American found footage anthology horror film written and directed by Michael McQuown with Vincent J. Guastini directing the segment titled To Catch a Demon. The feature film consists of four segments To Catch A Demon , The Hunters & The Hunted, Cam Girls and Amanda's Revenge with a short opening sequence titled Wrap Around."
3164,"The Dead Girl",,905291,0,["Mystery","Drama","Crime"],"GSU89014",2006,01/01/06,125,["Toni Collette","Brittany Murphy","Rose Byrne","Marcia Gay Harden","Mary Beth Hurt","Kerry Washington","Bruce Davison","Giovanni Ribisi","James Franco","Josh Brolin","Mary Steenburgen","Nick Searcy","Piper Laurie"],[{"job":"producer","names":["Gary Lucchesi","Tom Rosenberg"]},{"job":"director","names":["Karen Moncrieff"]},{"job":"screenwriter","names":["Karen Moncrieff"]}],null,"",["Grand prix"],null,93,"The Dead Girl is a 2006 American drama thriller film written and directed by Karen Moncrieff, starring Brittany Murphy, Toni Collette, Rose Byrne and Marcia Gay Harden. The film was nominated for several 2007 Independent Spirit Awards including Best Feature and Best Director. It is the story of a young woman's death and the people linked to her murder. It also features Mary Beth Hurt, Kerry Washington, James Franco, Giovanni Ribisi, Josh Brolin, Mary Steenburgen and Piper Laurie. The film was premiered at the AFI Film Festival (7 November 2006), and was given a limited US theatrical release on 29 December 2006. It was generally well received. It only ran for two weeks in US first-run theaters, and earned nearly all its revenue from overseas release."
3171,"The Deep",9000000,100000000,3.99,["Adventure","Horror","Action","Mystery"],"XLN87094",1977,20/11/77,389,["Robert Shaw","Jacqueline Bisset","Nick Nolte","Louis Gossett Jr.","Eli Wallach","Robert Tessier","Dick Anthony Williams"],[{"job":"producer","names":["Peter Guber"]},{"job":"director","names":["Peter Yates"]},{"job":"screenwriter","names":["Peter Benchley"]}],["EMI Films"],"",null,["Academy Award for Best Sound"],123,"The Deep is a 1977 adventure film based on Peter Benchley's 1976 novel of the same name. It was directed by Peter Yates, and stars Robert Shaw, Jacqueline Bisset and Nick Nolte."
1474,"Highball",,,3.99,["Comedy"],"JYN26203",1997,01/01/97,35,["Justine Bateman","Peter Bogdanovich","Chris Eigeman","Noah Baumbach","Andrea Bowen","Rae Dawn Chong","Carlos Jacott","Catherine Kellner","Annabella Sciorra","Ally Sheedy","Eric Stoltz"],[{"job":"director","names":["Noah Baumbach"]},{"job":"screenwriter","names":["Noah Baumbach"]}],null,"",null,null,110,"Highball is a 1997 film directed by Noah Baumbach, co-written by Baumbach, Carlos Jacott, and Christopher Reed. The film is credited as having been directed by ""Ernie Fusco"" and written by ""Jesse Carter"" after being disowned by Baumbach. The film was shot over 6 days with remaining money from Baumbach's previous film Mr. Jealousy."
1482,"Hoboken Hollow",1100000,,0,["Horror"],"QUW57312",2005,01/01/05,17,["Jason Connery","C. Thomas Howell","Mark Holton","Lin Shaye","Randy Spelling","Dennis Hopper","Michael Madsen","Robert Carradine","Greg Evigan","Dedee Pfeiffer","Rudolf Martin"],[],null,"",null,null,94,"Hoboken Hollow is a 2006 American horror film directed by Glen Stephens, and starring Jason Connery, Rudolf Martin, C. Thomas Howell, Dedee Pfeiffer, Greg Evigan, Randy Spelling, Matt Cedeño, Robert Carradine, Dennis Hopper, and Michael Madsen. It is loosely based on the real-life Texas Slave Ranch."
1489,"Holy Motors",3900000,4200000,3.99,["Drama","Fantasy"],"BNE17717",2012,23/05/12,504,["Denis Lavant","Édith Scob","Eva Mendes","Kylie Minogue","Élise Lhomeau","Michel Piccoli","Leos Carax","Michel Delahaye","Jean-François Balmer","Laurent Lacotte","Bertrand Cantat","Katarzyna Glinka","Jonathan Barbezieux"],[{"job":"director","names":["Leos Carax"]},{"job":"screenwriter","names":["Leos Carax"]}],["Canal+"],"",null,null,115,"Holy Motors is a 2012 fantasy drama film written and directed by Leos Carax, starring Denis Lavant and Édith Scob. Lavant plays Mr Oscar, a man who appears to have a job as an actor, who inhabits several different roles a day, but there are no cameras filming the man's performances or audiences watching. It is Carax's first feature film since 1999. The film competed for the Palme d'Or at the 2012 Cannes Film Festival."
1497,"Honest",3000000,,0,["Action"],"GJG16205",2000,01/01/00,32,["Nicole Appleton","Natalie Appleton","Corin Redgrave","Derek Deadman","Jonathan Cake","Melanie Blatt","Peter Facinelli","Rick Warden"],[{"job":"producer","names":["Dick Clement","Ian La Frenais"]},{"job":"director","names":["David A. Stewart"]},{"job":"screenwriter","names":["Dick Clement"]}],null,"",null,null,105,"Honest is a black comedy crime film released in 2000. The film was the directorial debut of ex-Eurythmics member Dave Stewart and starred Peter Facinelli and three members of the British/Canadian girl group All Saints: Melanie Blatt and sisters Nicole and Natalie Appleton.  Honest has been called one of the worst films of all time."
364,"Auntie Mame",,23300000,3.99,["Drama","Comedy"],"EYY93125",1958,01/01/58,188,["Rosalind Russell","Forrest Tucker","Coral Browne","Roger Smith","Peggy Cass","Joanna Barnes","Robin Hughes","Pippa Scott","Fred Clark","Patric Knowles","Henry Brandon","Connie Gilchrist","Lee Patrick","Olive Blakeney","Yuki Shimoda"],[{"job":"producer","names":["Morton DaCosta"]},{"job":"director","names":["Morton DaCosta"]},{"job":"screenwriter","names":["Betty Comden"]}],["Warner Bros."],"",null,["Academy Award for Best Picture","Academy Award for Best Supporting Actress","Academy Award for Best Actress","Academy Award for Best Cinematography, Color","Academy Award for Best Film Editing","Academy Award for Best Production Design"],143,"Auntie Mame is a 1958 American Technirama Technicolor comedy film based on the 1955 novel of the same name by Edward Everett Tanner III (under the pseudonym Patrick Dennis) and its 1956 theatrical adaptation by Jerome Lawrence and Robert Edwin Lee. This film version stars Rosalind Russell and was directed by Morton DaCosta. Not to be confused with a musical version of the story, that appeared on Broadway in 1966, and was later made into a 1974 film Mame starring Lucille Ball as the title character."
371,"Autumn Adagio",,,4.99,["Drama"],"ITD73666",2009,01/01/09,1,null,[{"job":"director","names":["Tsuki Inoue"]}],null,"",null,null,70,"Autumn Adagio (不惑のアダージョ, Fuwaku no Adagio ) is a 2009 Japanese independent drama film directed by Tsuki Inoue. It was shown at the 2009 Yubari International Fantastic Film Festival, it had its international premiere at the 2010 International Film Festival Rotterdam and it was released in Japan on November 26, 2011."
378,"Avenging Force",,4700000,0,["Action","Thriller"],"RNB77211",1986,01/01/86,70,["Michael Dudikoff","Steve James"],[{"job":"producer","names":["Yoram Globus","Menahem Golan"]},{"job":"director","names":["Sam Firstenberg"]},{"job":"screenwriter","names":["James Booth"]}],["The Cannon Group"],"",null,null,99,"Avenging Force is a 1986 American action film directed by Sam Firstenberg. The screenplay was written by James Booth, who co-starred in the film. It was originally intended as a sequel to the 1985 film Invasion U.S.A. , which starred Chuck Norris in the role of Matt Hunter. The film had a negative critical reception but has gained cult success on home video and is considered to be a cult film."
385,"Babagwa",,188006.55,0.99,["Unknown"],"KBN31964",2013,01/01/13,3,["Alex Vincent Medina"],[{"job":"director","names":["Jason Paul Laxamana"]}],null,"",null,null,101,"Babagwa (English: The Spider's Lair ) is a 2013 Filipino drama film written and directed by Jason Paul Laxamana. The film stars Alex Medina as Greg, an internet scammer who falls in love with a wealthy old maid while trying to swindle her using a fake Facebook profile. The film competed under the New Breed section of the 9th Cinemalaya Independent Film Festival. It went on to be screened in film festivals in Hawaii, Cleveland, Vancouver, and Warsaw."
392,"Back to the Future Part II",40000000,331950002,3.99,["Sci-Fi","Drama","Comedy","Fantasy"],"LIJ84134",1989,22/11/89,2110,["Michael J. Fox","Christopher Lloyd","Lea Thompson","Thomas F. Wilson","Elisabeth Shue","James Tolkan","Flea","Casey Siemaszko","Billy Zane","Mary Ellen Trainor","Crispin Glover","Elijah Wood","Jeffrey Weissman","Charles Fleischer","Darlene Vogel","Jason Scott Lee","George Buck Flower","Ricky Dean Logan","J. J. Cohen","Jim Ishida","Joe Flaherty","Donald Fullilove","Wesley Mann","Al White","John Erwin","Neil Ross"],[{"job":"producer","names":["Bob Gale","Neil Canton"]},{"job":"executive producer","names":["Kathleen Kennedy","Steven Spielberg","Frank Marshall"]},{"job":"director","names":["Robert Zemeckis"]},{"job":"screenwriter","names":["Bob Gale","Robert Zemeckis"]}],["Amblin Entertainment"],"time travel",["BAFTA Award for Best Special Visual Effects","BAFTA Award for Best Special Visual Effects"],["Academy Award for Best Visual Effects","BAFTA Award for Best Special Visual Effects","Saturn Award for Best Costume"],108,"Back to the Future Part II is a 1989 American science fiction film directed by Robert Zemeckis and written by Bob Gale. It is the sequel to the 1985 film Back to the Future and the second installment in the Back to the Future franchise. The film stars Michael J. Fox, Christopher Lloyd, Lea Thompson, and Thomas F. Wilson. The film follows Marty McFly (Fox) and his friend Dr. Emmett ""Doc"" Brown (Lloyd) as they travel from 1985 to 2015 to prevent Marty's son from sabotaging the McFly family's future; when their arch-nemesis Biff Tannen (Wilson) steals Doc's DeLorean time machine and uses it to alter history for his benefit, the duo must return to 1955 to restore the timeline.  The film was produced on a $40 million budget and was filmed back to back with its sequel, Part III. Filming began in February 1989 after two years were spent building the sets and writing the scripts. Two actors from the first film, Crispin Glover and Claudia Wells, did not return; Wells's character Jennifer Parker was recast with Elisabeth Shue in the role, while Glover's character, George McFly, was not only minimized in the plot but also was obscured and portrayed by Jeffrey Weissman in heavy make-up. Glover successfully sued Zemeckis and Gale, changing how producers can deal with the departure and replacement of actors in a role. Back to the Future Part II was also a ground-breaking project for visual effects studio Industrial Light & Magic (ILM): In addition to digital compositing, ILM used the VistaGlide motion control camera system, which allowed an actor to portray multiple characters simultaneously on-screen without sacrificing camera movement.  Back to the Future Part II was released by Universal Pictures on November 22, 1989. The film initially received mixed reviews from critics and grossed over $336 million worldwide in its initial run, making it the third-highest- grossing film of 1989. Reception of the film has improved with time, as the performances, story, direction, cinematography, musical score and predictions have been singled out for praise. Some critics have noted it as one of Zemeckis' best films, as well as one of the best sequels of all time."
822,"Crazy Little Thing",,,1.99,["Romance"],"EMG84382",2002,01/01/02,7,["Chris Eigeman","Jenny McCarthy Wahlberg","Drea de Matteo","Paul Dooley","Josh Stamberg","Alanna Ubach","Aubrey Dollar"],[{"job":"director","names":["Matthew Miller"]}],null,"",null,null,90,"Crazy Little Thing (also known as The Perfect You ) is a 2002 romantic comedy film written and directed by Matthew Miller. The film stars Chris Eigeman and Jenny McCarthy.  After the September 11th attacks, the shots of the World Trade Center remained the film."
830,"Crimes of the Heart",20000000,22900000,0,["Comedy","Drama"],"SYF19647",1986,01/01/86,110,["Diane Keaton","Jessica Lange","Sissy Spacek","Sam Shepard","Tess Harper","Hurd Hatfield","David Carpenter","Tom Mason","Greg Travis","Tom Mason"],[{"job":"producer","names":["Dino De Laurentiis","Freddie Fields"]},{"job":"director","names":["Bruce Beresford"]},{"job":"screenwriter","names":["Beth Henley"]}],null,"",["New York Film Critics Circle Award for Best Actress","Golden Globe Award for Best Actress – Motion Picture Musical or Comedy"],["Academy Award for Best Supporting Actress","Academy Award for Best Actress","Academy Award for Best Writing, Adapted Screenplay","Golden Globe Award for Best Motion Picture – Musical or Comedy","Golden Globe Award for Best Actress – Motion Picture Musical or Comedy"],105,"Crimes of the Heart is a 1986 American black comedy-drama film directed by Bruce Beresford from a screenplay written by Beth Henley adapted from her Pulitzer Prize-winning 1979 play of the same name. It stars Diane Keaton, Jessica Lange, Sissy Spacek, Sam Shepard, Tess Harper, and Hurd Hatfield. The film's narrative follows the Magrath sisters, Babe, Lenny and Meg, who reunite in their family home in Mississippi to regroup and settle their past. Each sister is forced to face the consequences of the ""crimes of the heart"" she has committed.  Crimes Of The Heart was theatrically released by De Laurentiis Entertainment Group on December 12, 1986. It received positive reviews with critics praising its screenplay and performances (most notably Spacek's), but was a box office disappointment; grossing $22.9 million on a $20 million budget. The film received three nominations at the 59th Academy Awards; Best Actress (for Spacek), Best Supporting Actress (for Harper), and Best Adapted Screenplay. At the 44th Golden Globe Awards, it received a nomination for the Best Motion Picture – Musical or Comedy, with Spacek winning Best Actress."
837,"Cruel Intentions 2",,,4.99,["Comedy","Drama"],"KKZ52584",2000,01/01/00,333,["Robin Dunne","Sarah Thompson","Keri Lynn Pratt","Amy Adams","Mimi Rogers","Caley Wilson","Barclay Hope","Janaya Stephens","Jonathan Potts","Nicholas Guilak","Tané McClure"],[{"job":"producer","names":["Neal H. Moritz","Charles Pratt"]},{"job":"director","names":["Roger Kumble"]},{"job":"screenwriter","names":["Roger Kumble"]}],["Original Film","Newmarket Capital Group"],"",null,null,83,"Cruel Intentions 2 (also known as Cruel Intentions 2: Manchester Prep or simply as Manchester Prep ) is a 2000 American comedy-drama film written and directed by Roger Kumble, starring Robin Dunne, Sarah Thompson, Keri Lynn Pratt, and Amy Adams. It is a prequel to Cruel Intentions (1999) and was released direct-to-video on March 13, 2001. Both films are based on Les Liaisons dangereuses by Choderlos de Laclos.  Originally planned as a television series called Manchester Prep , a re- imagined prequel series to the first film, it was picked up by Fox, however, it was cancelled prior to broadcast in September 1999. Due to the cancellation, the three completed episodes were edited together into film re- titled Cruel Intentions 2, and sexual content scenes involving nudity were added for the DVD release. This film is about how Sebastian Valmont and Kathryn Merteuil met and how they started their reign of terror."
