"MOVIE_ID","TITLE","BUDGET","GROSS","LIST_PRICE","GENRES","SKU","YEAR","OPENING_DATE","VIEWS","CAST","CREW","STUDIO","MAIN_SUBJECT","AWARDS","NOMINATIONS","RUNTIME","SUMMARY"
3120,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe or Narnia",180000000,745013115,3.99,["Fantasy","Action","Family"],"IRR93950",2005,09/12/05,1817,["William Moseley","Anna Popplewell","Skandar Keynes","Georgie Henley","Liam Neeson","Tilda Swinton","James McAvoy","Jim Broadbent","Ray Winstone","Dawn French","Elizabeth Hawthorne","James Cosmo","Rachael Henley","Noah Huntley","Mark Wells","Sophie Winkleman","Shane Rangi","Michael Madsen","Rupert Everett","Ben Barrington"],[{"job":"producer","names":["Mark Johnson"]},{"job":"executive producer","names":["Philip Steuer","Andrew Adamson","Perry Moore"]},{"job":"director","names":["Andrew Adamson"]},{"job":"screenwriter","names":["Ann Peacock","Andrew Adamson","Christopher Markus","Stephen McFeely"]}],["Walden Media","Walt Disney Pictures","Mark Johnson"],"",["Academy Award for Best Makeup and Hairstyling","TV Krant Filmposter Award"],["Academy Award for Best Makeup and Hairstyling","Academy Award for Best Sound","Academy Award for Best Visual Effects"],143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe is a 2005 fantasy film co-written and directed by Andrew Adamson, based on the 1950 novel The Lion, the Witch and the Wardrobe , the first published and second chronological novel in C. S. Lewis's children's epic fantasy series, The Chronicles of Narnia. It was co-produced by Walden Media and Walt Disney Pictures and distributed by Buena Vista Pictures. William Moseley, Anna Popplewell, Skandar Keynes and Georgie Henley play Peter, Susan, Edmund, and Lucy, four British children evacuated during the Blitz to the countryside, who find a wardrobe that leads to the fantasy world of Narnia. There they ally with the lion Aslan (voiced by Liam Neeson) against the forces of Jadis, the White Witch (Tilda Swinton).  The film was released on December 9, 2005, in both Europe and North America to positive reviews and was highly successful at the box office, grossing more than $745 million worldwide, making it 2005's third-most-successful film. It won the 2005 Academy Award for Best Makeup and various other awards. An extended edition was released on December 12, 2006, and was only made available on DVD until January 31, 2007, when it was discontinued. It was the best-selling DVD in North America in 2006 taking in $332.7 million that year.   The Lion, the Witch and the Wardrobe was the first of a series of adaptations of C. S. Lewis's series, and was followed by Prince Caspian in 2008 and The Voyage of the Dawn Treader in 2010. The three films have grossed a total of over $1.5 billion worldwide."
3134,"The Convent",,,4.99,["Thriller","Horror","Comedy"],"CMS41956",2000,01/01/00,24,["Adrienne Barbeau","Allison Dunbar","Bill Moseley","Coolio","David Gunn","Megahn Perry"],[{"job":"director","names":["Mike Mendez"]}],null,"",null,null,80,"The Convent is a 2000 horror film directed by Mike Mendez, featuring horror veteran Adrienne Barbeau. The film is about a group of college students that go into an abandoned convent, only to discover that it is inhabited by demons intent on possessing them. It premiered in January 2000 at the Sundance Film Festival. Due to the original distributor closing, the film was not released on home video until December 2002."
1841,"Liar Liar",45000000,302700000,0,["Crime","Comedy"],"JMU21581",1997,29/05/97,1283,["Jim Carrey","Maura Tierney","Jennifer Tilly","Swoosie Kurtz","Amanda Donohoe","Jason Bernard","Mitchell Ryan","Justin Cooper","Cary Elwes","Anne Haney","Christopher Mayer","Eric Pierpoint","Cheri Oteri","Don Keefer","Jarrad Paul","Krista Allen","Sara Paxton","Marianne Muellerleile","Ben Lemon"],[{"job":"producer","names":["Brian Grazer"]},{"job":"director","names":["Tom Shadyac"]}],["Imagine Entertainment"],"",null,null,83,"Liar Liar is a 1997 American fantasy comedy film directed by Tom Shadyac, written by Paul Guay and Stephen Mazur and starring Jim Carrey, who was nominated for a Golden Globe Award for Best Actor in a Comedy. It tells the story of a lawyer who built his entire career on lying, but finds himself cursed to speak only the truth for a single day, during which he struggles to maintain his career and to reconcile with his ex-wife and son whom he alienated with his pathological lying.  The film is the second of three collaborations between Carrey and Shadyac, the first being Ace Ventura: Pet Detective and the third being Bruce Almighty. It is also the second of three collaborations between Guay and Mazur, the others being The Little Rascals and Heartbreakers."
1849,"Life Is Life",1570800,,0,["Drama"],"AME48880",2003,30/08/03,2,null,[{"job":"director","names":["Michal Bat-Adam"]},{"job":"screenwriter","names":["Michal Bat-Adam"]}],null,"",null,null,90,"Life Is Life (Hebrew: חיים זה חיים‎, tr. Haïm Ze Haïm ) is a 2003 Israeli independent underground dramatic art film directed by Michal Bat-Adam."
1857,"Like You Know It All",100000,208867,1.99,["Comedy","Drama"],"FAN90353",2009,14/05/09,11,["Kim Tae-u","Uhm Ji-won","Go Hyeon-jeong"],[{"job":"director","names":["Hong Sang-soo"]}],null,"",null,null,126,"Like You Know It All (Korean: 잘 알지도 못하면서; RR: Jal Aljido Mot- hamyeonseo ; lit. ""You Think You Know It All But You Don't"") is a 2009 South Korean comedy-drama film written and directed by Hong Sang-soo."
1864,"Little Athens",,,3.99,["Romance","Drama","Crime","Comedy"],"MMS35546",2005,01/01/05,12,["John Patrick Amedori","Erica Leerhsen","DJ Qualls","Rachel Miner","Michelle Horn","Michael Peña","Jill Ritchie"],[{"job":"director","names":["Tom Zuber"]}],null,"",null,null,103,"Little Athens is a 2005 American independent film directed by Tom Zuber, which stars John Patrick Amedori, Erica Leerhsen, DJ Qualls, Rachel Miner, Eric Szmanda, Michael Peña, and more. Despite premiering at Toronto International Film Festival in 2005, it wasn't released on DVD until November 21, 2006."
1871,"Little Monsters",7100000,793775,2.99,["Thriller","Fantasy","Adventure"],"FZS43017",1989,31/12/89,355,["Fred Savage","Daniel Stern","Howie Mandel","Devin Ratray","Ben Savage","Frank Whaley"],[{"job":"producer","names":["John Davis"]},{"job":"director","names":["Richard Greenberg"]},{"job":"screenwriter","names":["Terry Rossio"]}],["Vestron Pictures"],"",null,null,100,"Little Monsters is a 1989 American comedy film starring Fred Savage and Howie Mandel and directed by Richard Alan Greenberg. It tells the story of a boy who befriends a real-life ""monster under the bed"" and discovers a secret world of monsters who sneak into children's bedrooms at night to pull pranks on them."
1878,"Little Witches",,,2.99,["Horror","Drama"],"EAF74099",1996,23/12/96,37,["Sheeri Rappaport"],[{"job":"producer","names":["Donald P. Borchers"]}],null,"supernatural",null,null,90,"Little Witches is a 1996 Canadian-American horror film directed by Jane Simpson and written by Brian DiMuccio and Dino Vindeni. It has a similar plot to The Craft and released in the same year, though Little Witches had a much smaller budget."
2290,"One Small Hitch",,,0,["Romance"],"NBG94653",2013,25/04/13,36,null,[],null,"",null,null,105,"One Small Hitch is a 2012 romantic comedy film directed by John Burgess and written by Dode B. Levenson. Shane McRae stars as Josh Shiffman, who learns that his father is dying and his only regret is that he will not get to meet the woman who will one day become his son's wife. Desperate to fulfill his dad's final wish, Josh claims that he already met that woman, Molly Mahoney, who is played by Aubrey Dollar."
2297,"Open Water 2: Adrift",1200000,6800000,1.99,["Drama"],"LKV30586",2006,01/01/06,498,["Susan May Pratt","Richard Speight Jr.","Cameron Richardson","Eric Dane","Ali Hillis"],[{"job":"producer","names":["Dan Maag"]},{"job":"director","names":["Hans Horn"]},{"job":"screenwriter","names":["Richard Speight Jr."]}],null,"",null,null,94,"Open Water 2: Adrift (also known simply as Adrift or Open Water 2 ), is a 2006 psychological thriller film filmed entirely in Malta, starring Eric Dane, Susan May Pratt, Richard Speight, Jr., Niklaus Lange, Ali Hillis, and Cameron Richardson. The film was inspired by the short story Adrift by Japanese author Koji Suzuki, from which it took its original title, but promotional posters claimed the film is based on actual events.  The film has no connection to Open Water (2003) and the script had been written before it was theatrically released. After Open Water became a success, Adrift was produced and the name was changed to Open Water 2: Adrift in some countries to capitalize on the success of the earlier film."
2304,"Our Idiot Brother",5000000,25900000,1.99,["Drama","Comedy"],"MYH92197",2011,01/01/11,345,["Paul Rudd","Elizabeth Banks","Zooey Deschanel","Emily Mortimer","Adam Scott","Kathryn Hahn","Steve Coogan","Hugh Dancy","Rashida Jones","T.J. Miller","Shirley Knight","Janet Montgomery","Sterling K. Brown","Polly Draper","Katie Aselton","Julie White","Wrenn Schmidt","Bob Stephenson"],[{"job":"producer","names":["Peter Saraf"]},{"job":"director","names":["Jesse Peretz"]}],["The Weinstein Company"],"",null,null,91,"Our Idiot Brother is a 2011 American comedy-drama film directed by Jesse Peretz and starring Paul Rudd, Elizabeth Banks, Zooey Deschanel and Emily Mortimer. The script was written by Evgenia Peretz and David Schisgall based on Jesse and Evgenia Peretz's story, and tells the story of a dimwitted but idealistic and well-meaning man who intrudes and wreaks havoc in his three sisters' lives.  The film was co-produced by Anthony Bregman, Peter Saraf and Marc Turtletaub. It premiered at the 2011 Sundance Film Festival and was given wide release on August 26, 2011. The film received mostly positive reviews, with critics praising the story and Rudd's performance, but criticizing the uneven script."
2311,"Padre Nuestro",,565024,0,["Thriller","Drama"],"XGA7142",2007,01/01/07,3,["Jesús Ochoa","Paola Mendoza","Jesús Ochoa","Armando Hernández Villegas","Jorge Adrián Espíndola","Eugenio Derbez","Lev Gorn","Teresa Yenque"],[{"job":"producer","names":["Benjamin Odell"]}],null,"",null,null,110,"Padre Nuestro (""Our Father""), also known as Sangre de Mi Sangre (""Blood of My Blood"") is a 2007 Argentinean-American thriller film written and directed by Christopher Zalla, produced by Benjamin Odell and Per Melita and starring Jesús Ochoa, Armando Hernández, Jorge Adrián Espíndola, and Paola Mendoza."
2318,"Papa",,,3.99,["Drama"],"QAB63282",2018,01/01/18,47,null,[],null,"",null,null,,"Papa is a 2018 American drama film directed by Dan Israely and Emilio Roso. The film stars Robert Scott Wilson, Paul Sorvino, Daryl Hannah, Mischa Barton, Frankie Avalon, Ann-Margret, Michael Madsen and Eric Roberts. Filming took place in Bakersfield, California and Los Angeles in 2015."
